title,description
손흥민이 아니라니…케인이 가장 좋아하는 동료는?,"해리 케인이 가장 좋아하는 손흥민이 아니었다. 케인은 최근 자신의 인스타그램 스토리 기능을 활용해... 충격적인 일 까지는 아니지만, 손흥민을 지목할 것이라는 예상은 빗나갔다. 영국 '풋볼 런던'도 ""토트넘의... "
"'EPL 득점왕' 손흥민, 2022 발롱도르 후보 30인 선정",지난 시즌 잉글랜드 프리미어리그 득점왕에 빛나는 토트넘의 손흥민이 개인 통산 2번째로 세계적인... 유일하게 손흥민을 포함시켰습니다. 손흥민은 2019년에도 5순위표 4표로 4점을 획득해 30명 중 22위를 기록했고... 
"‘평점 5’ 손흥민과 ‘극장골’ 해리 케인 희비, 첼시와 2-2 무승부",손흥민(30·토트넘)이 잉글랜드프로축구 프리미어리그(EPL) 강호이자 런던 라이벌인 첼시전에 선발 출전해 활약했다. 상대 수비에 막혀 손흥민의 득점포는 터지지 않았지만 토트넘은 패색이 짙던 후반 추가 시간 천금... 
"英 현지, 토트넘 손흥민에 부정적 평가…""스트라이커도 수비 해야""",손흥민 / 사진=손흥민 인스타그램 토트넘의 손흥민을 향한 부정적인 평가가 이어지고 있다. 지난 16일 엑스포츠뉴스의 보도에 따르면 손흥민은 15일(한국 시간) 영국 런던에 위치한 스탬포드 브리지에서 열린 2022/23시즌... 
발롱도르 예상 순위 공개...'EPL 득점왕' 손흥민 역대급 순위 예상,발롱도르 최종 후보 30인에 손흥민의 이름도 당당히 포함됐다. 2021-22시즌 프리미어리그(EPL) 득점왕에 오른 손흥민은 2019년 발롱도르 이후 3년 만에 발롱도르 최종 후보에 포함됐다. 이번 발롱도르 시상식에서... 
"""손흥민 vs 황희찬""...이번 주 토요일 황금시간대, '코리안 더비' 펼쳐진다",이날 경기에는 손흥민(토트넘)과 황희찬(울버햄프턴)이 각각 선발 출전할 것으로 관측된다. 공교롭게도 두... 손흥민 vs 황희찬의 코리안 더비는 이번이 3번째다. 지난 시즌 황희찬이 울버햄프턴에 입단한 직후인 2021년... 
"""케인도 그랬잖아""...손흥민 '초반 침묵'에도 현지에선 '낙관론'","손흥민의 공격 포인트 침묵에도 영국 현지에서는 괜한 걱정을 하지 않았다. 영국 매체 '풋볼런던'은 ""손흥민은 지난 개막 이후 두 경기 동안 이렇다 할 임팩트를 남기지 못했다. 하지만 그는 여전히 토트넘의 3톱에서... "
"'손흥민 7번째 동료' 토트넘, 데스티니 우도지 영입 공식 발표","잉글랜드 프리미어리그(EPL) 토트넘이 올 시즌 일곱 번째 영입에 성공했다. 주인공은 이탈리아 출신 측면 수비수 데스티니 우도지(20)다. 토트넘은 17일(한국시간) 구단 공식 홈페이지를 통해 ""우디지의 계약을... "
손흥민 발롱도르후보 올라…10월 17일 발표,사진출처 : 인스타그램 [반응이 센 CBC뉴스ㅣCBCNEWS]  토트넘 손흥민이 발롱도르 후보 30명에 선정됐다.... 2021-2022시즌 프리미어리그에서 23골을 넣어 아시아 선수 최초로 득점왕에 오른 손흥민은  2019년에 이어... 
"손흥민, 광복절에 런던 라이벌 골망 흔들까…첼시와 격돌",PL 대기록을 앞둔 '득점왕' 손흥민이 첼시의 골망을 흔들 수 있을까. 15일(한국 시간) 22-23 PL 2라운드에서 첼시와 토트넘의 맞대결이 펼쳐진다. PL 93골을 기록 중인 손흥민이 첼시의 단단한 수비진을 뚫고 득점에... 
"[EPL현장리뷰]'손흥민 76분 골침묵' 토트넘, 울버햄턴에 1대0 승리! 황희찬 교...",손흥민은 선발 출전해 76분을 뛰었다. 황희찬은 후반 36분에 교체로 들어갔다. 손흥민은 케인의 결승골에 발판을 놓았다. 황희찬은 공격포인트를 기록하지 못했다. 토트넘은 3-4-3 전형으로 나섰다. 손흥민이 공격진의 한... 
"'예능 워밍업+완벽한 시간대' 손흥민vs황희찬, 유료라도…",손흥민(토트넘 훗스퍼)과 황희찬(울버햄튼 원더러스)이 서로 창을 겨눌 맞대결이 과연 유료 채널로만... 한국의 유이한 프리미어리거인 손흥민과 황희찬이 맞대결을 펼칠 수 있는 경기이기에 한국 축구팬들에게... 
"'EPL 득점왕' 손흥민, 발롱도르 후보 30인 선정…메시는 제외",] 지난 시즌 잉글랜드 프로축구 프리미어리그(EPL)에서 공동 득점왕에 오른 손흥민(토트넘 홋스퍼)이 한해... 손흥민은 2021~2022 시즌 EPL에서 23골을 기록하며 모하메드 살라(리버풀)와 공동으로 득점왕에 올랐다.... 
"'EPL 득점왕' 손흥민, 발롱도르 최종후보 30인 포함...메시는 18년 만에 제외",= '아시아 최초 EPL 득점왕' 손흥민이 발롱도르 최종후보 30인에 포함됐다.13일 (한국 시각) 발롱도르 주관지... 손흥민은 지난 시즌 23골을 터뜨리며 모하메드 살라와 잉글랜드 프리미어리그(EPL) 공동 득점왕에 올랐다.... 
"손흥민 동료 로셀소, 비야레알로 다시 한 시즌 임대 이적",손흥민(30)의 토트넘 홋스퍼 동료였던 지오반니 로셀소(26)가 다시 스페인 프리메라리가 비야레알로 임대 이적했다. 비야레알은 15일(한국시간) 구단 홈페이지를 통해 미드필더 로셀소를 토트넘으로부터 임대로... 
"영국 경찰, '손흥민 인종차별' 남성 신원 확인...징계 예정","토트넘 훗스퍼와 첼시전에서 손흥민을 향해 인종차별 사건이 발생한 가운데, 영국 경찰은 인종차별을 한... 바로 손흥민을 향한 첼시 팬의 인종 차별. 일부 첼시 팬들은 그에게 동양인을 비하하는 행위인 눈을 찢는 행동을... "
"조용했던 손흥민, 평범했던 첼시전 평점 6.4점","손흥민(30, 토트넘 홋스퍼)의 평점은 평범했다. 손흥민은 15일(한국시간) 영국 런던 스탬퍼드 브리지에서 열린 2022-2023시즌 잉글랜드 프리미어리그 2라운드 첼시와 원정 경기에서 79분을 소화했다. 토트넘이 1대2로... "
손흥민 있고 메시 없다!... 2022 발롱도르 최종 30인은?, 한국 축구 국가대표팀 주장이자 지난 시즌 잉글리시 프리미어리그(EPL) 득점왕 손흥민(30·토트넘 홋스퍼)... 손흥민은 이번 명단에 포함돼 2019년에 이어 통산 두 번째로 발롱도르 후보가 됐다. 그는 2021~2022 EPL에서 23골... 
"손흥민, FIFA23 게임 능력치 전망 8위…호날두보다 위",출신 손흥민(토트넘)이 세계적인 축구게임 'FIFA 시리즈'에서 지난해보다 높은 평가를 받을 것으로... 능력치 상위 20명를 예상했는데 손흥민은 8위에 이름을 올렸다. 손흥민은 종합능력치에서 지난해보다 1점... 
"케인 '극찬 또 극찬', ""환상적인 손흥민, 최고의 선수""","""환상적인 손흥민, 최고의 선수"". 해리 케인은 18일(이하 한국시간) 프리미어리그 데뷔 10주년을 맞이해... 한편 영혼의 단짝 손흥민에 대해서는 ""손흥민은 환상적인 사람이자 최고의 선수다""라며  칭찬을 아끼지 않았다."
"서경덕 ""EPL 경기에서 어떻게 손흥민을 향한 인종차별 행위가 계속 벌어질 수...","서경덕 성신여대 교수가 잉글랜드 프리미어리그(EPL) 토트넘 홋스퍼에서 뛰는 월드클래스 춘천 출신 손흥민... 있는가""라며 ""이건 손흥민뿐만 아니라 아시아인 전체를 모독하는 행위다. 첼시 구단과 EPL 사무국은 철저한... "
손흥민 들어가고 메시 빠지고…‘충격의 발롱도르’,올해 발롱도르 수상 후보 명단에 손흥민이 포함됐다. 그러나 ‘7회 수상’ 경력의 리오넬 메시는 후보... 토트넘 홋스퍼의 손흥민은 지난해엔 후보 명단에 포함되지 않았다. 개인 성적을 최고 수준으로 끌어올렸던... 
"꽁꽁 묶인 손흥민, 첼시전 침묵",손흥민(30)이 2022-2023시즌 개막 2경기째 마수걸이 득점포를 가동하지 못한 가운데 소속팀 토트넘은 ‘천적’ 첼시를 상대로 값진 승점 1을 따냈다. 손흥민은 15일(한국시간) 영국 런던의 스탬퍼드 브리지에서 열린... 
"'손흥민 80분' 토트넘, 첼시와 2-2 무승부...케인 극적 동점골",손흥민(30) 또한 공격포인트 없이 80분 활약한 뒤 교체됐다. 잉글랜드 프로축구 토트넘 홋스퍼 공격수 손흥민이 15일 오전(한국시간) 영국 런던의 스탬포드 브리지에서 열린 2022~23 잉글리시 프리미어리그(EPL) 2라운드... 
"토트넘, 첼시와 2-2 무승부…손흥민 골 언제?",손흥민이 2022-2023시즌 개막 2경기째 득점포를 가동하지 못했다. 토트넘은 '천적' 첼시를 상대로 무승부를 기록해 값진 승점 1을 따냈다. 손흥민은 15일(한국시간) 영국 런던의 스탬퍼드 브리지에서 열린 첼시와의 2022... 
"[카타르월드컵 D-100③]'EPL 득점왕' 손흥민, 생애 세번째 월드컵 출격",축구대표팀 '주장' 손흥민(30·토트넘)이 '약속의 땅' 카타르에서 생애 세 번째 월드컵을 앞두고 있다. 손흥민에게 지난 두 번의 월드컵은 아픈 기억만 남아있다. 대표팀 막내로 처음 출전했던 2014년 브라질월드컵과... 
"[속보] '눈 찢는 저열함' 첼시, 손흥민이 당한 인종차별 사건 즉각 조사 중",첼시 FC가 손흥민(30)이 당한 인종차별 사건을 즉각 조사하고 있다. 첼시와 토트넘 핫스퍼는 지난 15일... 바로 손흥민을 향한 인종차별 행위였다. 경기 후반 손흥민이 코너킥을 처리하러 측면으로 이동했을 때 일부 첼시... 
첼시만 만나면 작아지는 손흥민… 런던더비서 '실점 빌미+소녀슛'," 손흥민(30·토트넘 홋스퍼)이 첼시전에서 아쉬운 모습을 나타냈다. 특유의 날카로운 슈팅, 뒷공간 침투가... 관심을 모았던 손흥민은 선발출전해 80분을 소화했지만 공격포인트를 기록하는 데 실패했다. 지난 시즌 EPL... "
충격! 英 BBC. 첼시전 부진 손흥민에 팀내 2번째 낮은 평점. 5.55점,손흥민(토트넘)은 부진했다. 평점으로 그대로 나타났다. 손흥민은 15일(이하 한국시각) 영국 런던 스탬포드브릿지에서 열린 2022~2023시즌 잉글랜드 프리미어리그(EPL) 2라운드 첼시와의 원정경기에 선발 출격했다.... 
"손흥민, 시즌 첫 골 터질까? ‘토트넘vs첼시’ 15일 생중계","-EPL 100호골까지 7골 남은 손흥민, 지난 시즌 천적이었던 첼시 원정에서 득점 도전 -지난 시즌 두 팀의 상대 전적은 첼시의 압승, 달라진 토트넘의 복수 나올까… SPOTV NOW 생중계 EPL 대기록을 앞둔 ‘득점왕’ 손흥민이... "
"손흥민, 발롱도르 후보 선정",춘천 출신 손흥민(30·토트넘)이 세계 최고 권위의 축구상인 발롱도르 후보에 올랐다. 발롱도르를 주관하는... 2021~22시즌 잉글랜드 프리미어리그(EPL)에서 23골을 넣어 아시아 국적 선수 최초로 득점왕에 오른 손흥민은... 
"해리 케인 ""손흥민은 정말 환상적인 사람""",해리 케인이 가장 가까운 절친 손흥민을 언급했다. 케인은 18일(한국시간) 자신의 인스타그램에서... 손흥민과 관련된 질문도 빠지지 않았다. 두 선수는 영혼의 단짝이다. 프리미어리그 역사상 가장 많은 골을 합작했다.... 
"'EPL 득점왕' 손흥민, 첼시 상대로 선발 출전…시즌 첫 골 도전","잉글랜드 프리미어리그(EPL) 득점왕 출신 손흥민(토트넘)이 첼시를 상대로 시즌 1호 득점에 나선다. 토트넘은... 지난 시즌 득점왕에 오른 손흥민은 선발 출전해 '단짝' 해리 케인, 데얀 클루셉스키와 토트넘 공격을... "
"득점왕은 어디로…수비진영까지 쫓겨난 손흥민, 첼시전 '초라한 히트맵'",손흥민(토트넘)이 첼시전에서 별다른 임팩트를 남기지 못한 사실은 히트맵에서도 잘 드러난다. 손흥민은 14일(현지시각) 영국 런던 스탬퍼드 브리지에서 열린 첼시와의 2022~2023시즌 잉글랜드 프리미어리그(EPL)... 
'리버풀 레전드' 그레이엄 수네스의 손흥민 혹평 “수비 더 열심히 해야”,손흥민(30·토트넘)이 수비에 적극적으로 가담하지 않아 팀 실점의 빌미를 제공했다는 비판이 나왔다.... 출연해 “손흥민에 대해 한마디 하고 싶다”라며 “손흥민은 자신을 지나치려는 선수를 반 블록 정도 따라가면... 
"""진짜 팬 아니다""...첼시, 손흥민 향한 인종차별 행위 두고 공식 성명",첼시가 손흥민 인종차별 문제에 대해 무관용 원칙을 내세웠다. 첼시는 18일(한국시간) 구단 홈페이지를 통해... 대상은 손흥민이었다. 코너킥을 차기 위해 온 손흥민에게 일부 첼시 팬들이 인종차별적 행동을 취했다. 자신의... 
"'EPL 득점왕의 섹시미' 손흥민, 캘빈클라인 앰버서더",기사내용 요약 잉글랜드 프로축구 프리미어리그(EPL) 득점왕 출신 손흥민(30·토트넘)이 캘빈클라인 속옷 앰버서더로 나섰다. 잉글랜드 프로축구 프리미어리그(EPL) 득점왕 출신 손흥민(30·토트넘)이 캘빈클라인 속옷... 
"""첼시전 실점, 손흥민 질책은 잘못한 일""…토트넘 선배, 리버풀 레전드 저격","토트넘과 잉글랜드를 대표하는 골키퍼로 활약했던 폴 로빈슨이 손흥민을 질책한 리버풀 레전드의 의견에... 특히 ""손흥민에게는 어려운 상황이었다. 손흥민은 쿨리발리를 저지하려고 했다. 그 상황에서 손흥민 개인을... "
"이런 순간도 있었다니...""세상에서 가장 멋진 손흥민"" 인간미 특집 조명","손흥민은 선수로서도, 사람으로서도 인정받고 있는 슈퍼스타 중 한 명이다. 영국 '플래닛풋볼'은 18일(한국시간) ""토트넘 공격수 손흥민은 의심할 여지없이 프리미어리그 (EPL) 최고의 선수 중 한 명이다. 그는 또한... "
"‘케인 극적인 동점골’ 토트넘, 첼시왕 2-2 무...‘손흥민 79분’","손흥민-해리 케인-데얀 쿨루셉스키, 라이언 세세뇽-피에르 에밀 호이비에르-로드리고 벤탄쿠르-에메르송... 후반 2분 케인의 패스를 받은 손흥민이 뒷공간 돌파 후 슈팅을 시도했으나 골키퍼 선방에 막혔다. 이어 교체... "
'춘천 듀오' 손흥민-황희찬 EPL 시즌 첫 득점신고 기대감,다가오는 주말 '춘천 듀오' 손흥민(토트넘)과 황희찬(울버햄프턴)의 잉글랜드 프로축구 프리미어리그(EPL)... 이는 지난 2018년 2월 크리스탈 팰리스 소속이던 이청용(현 울산현대)과 손흥민이 만난 이후 EPL에서 4년 만에... 
"케인 ""손흥민은 환상적인 선수…함께하는 것은 멋진 일""",토트넘의 케인이 손흥민과 함께 활약하는 것에 대해 만족감을 나타냈다. 케인은 19일(현지시간) 자신의 SNS를 통해 팬들의 다양한 질문에 대해 답변했다. 케인은 손흥민과 함께 활약하는 것에 대해 묻는 질문에... 
"'손흥민 골 침묵' 토트넘, 첼시와 2-2 무승부…개막 2경기 무패",토트넘 후반 추가 시간 케인 '극장골'로 첼시전 연패 끊어 손흥민(30)이 2022-2023시즌 개막 2경기째 득점포를 가동하지 못한 가운데 소속팀 토트넘은 '천적' 첼시를 상대로 값진 승점 1을 따냈다. 손흥민은 15일(한국시간)... 
"'섹시미까지' 손흥민, 속옷만 입고 '찰칵'",'EPL 득점왕' 손흥민(토트넘)이 속옷모델로도 영역을 넓혔다. 글로벌 언더웨어 브랜드 캘빈클라인은 8일 오전(한국 시간) 공식 SNS 채널을 통해 손흥민의 앰버서더 발탁 소식을 발표했다. 사진 속 손흥민은 캘빈클라인... 
"'득점왕' 손흥민, 2022 발롱도르 후보 30인에 선정","잉글랜드 프리미어리그(EPL) 득점왕 손흥민(토트넘 핫스퍼)이 2022 발롱도르 후보 30명에 들었다.프랑스 풋볼은 13일(한국시간) 공식 홈페이지를 통해 손흥민과 해리 케인(이상 토트넘), 로베르트 레반도프스키(FC... "
"""수비하고 싶지 않아 보였다""…리버풀 레전드, 토트넘 실점에 손흥민에게 쓴소...",리버풀의 레전드이자 해설가로 활약 중인 수네스가 손흥민에게 쓴소리를 했다. 토트넘은 15일 오전(한국시간) 영국 런던 스템포드브리지에서 열린 첼시와의 2022-23시즌 프리미어리그 2라운드에서 2-2로 비겼다. 손흥민은... 
손흥민 묶은 제임스 골까지 “첼시 위해 무엇이든...”,"손흥민(토트넘)을 묶은 첼시 수비수 리스 제임스(23)가 찬사를 들었다. 손흥민은 15일(한국시각) 영국 런던 스탬포드 브리지에서 펼쳐진 ‘2022-23 잉글랜드 프리미어리그(EPL)’ 2라운드 첼시전에 선발 출전, 2개의 슈팅만... "
"""亞 최고 손흥민, 파울 아니면 못막아"" 日 해설자, 첼시전 감탄","""아시아 최고 선수를 파울이 아니고는 막을 수가 없다."" 손흥민(30, 토트넘)이 철저하게 봉쇄된 첼시전이었지만 한순간 보여준 폭발적인 드리블에 일본 해설자도 놀라움을 금치 못했다. 손흥민은 15일(한국시간) 영국... "
"울버햄튼전, 토트넘 손흥민 축구중계 무료·유료채널번호 '프리미어리그 경기...",손흥민 (출처=토트넘sns) 주말인 토요일 20일 펼쳐지는 토트넘경기 선발라인업 만큼이나 시청할 수... 손흥민의 22-23시즌 개막경기 사우샘프턴과 2라운드 첼시전에 이어 토트넘 스타디움에서 펴쳐지는... 
"""훈련해보니 기량 놀라워""…손흥민, '경쟁자' 히샤를리송 칭찬",잉글랜드 프로축구 프리미어리그(EPL) 토트넘 홋스퍼의 '골잡이' 손흥민(30)이 올여름 팀에 합류한 브라질 출신 공격수 히샤를리송(25·브라질)을 칭찬했다. 손흥민은 8일(현지시간) 영국 지역 매체 풋볼런던과 인터뷰에서... 
"토트넘 ‘핫가이’ 손흥민, CK 속옷 앰배서더 발탁","손흥민(30·토트넘)이 축구에 이어 패션계에서도 ‘월드클래스’로 올라섰다. 그는 명품 브랜드 ‘버버리’... 캘빈클라인은 8일 공식 소셜미디어를 통해 손흥민의 앰배서더 발탁 소식을 발표하며, 손흥민의 화보 사진... "
'두 경기 연속 침묵' 손흥민… 콘테의 돌파구는?,손흥민(토트넘 홋스퍼)이 잉글랜드 프리미어리그(EPL) 개막 이후 두 경기 연속 무득점에 그쳤다. 손흥민은 지난 15일(이하 한국시각) 영국 런던 스탬포드 브릿지에서 열린 첼시와의 2022-23 EPL 2라운드 원정경기에 선발... 
"'손흥민, 울버햄튼 수비 공략 능력 보유→토트넘 승리'…아스날 레전드 예측","첼시전에서 토트넘은 케인의 극적인 동점골과 함께 행운이 따르는 모습을 보였다""면서도 ""케인, 손흥민... 손흥민은 그 동안 울버햄튼을 상대로 7경기를 치렀지만 득점을 기록하지 못했다. 토트넘은 최근 울버햄튼을... "
"[토트넘 중계] 손흥민, 첼시전 골 침묵...현지매체 평점 5점 '냉혹'",손흥민 (토트넘sns) 첼시와 경기에 선발 출전한 손흥민(토트넘)이 냉혹한 평가를 받았다. 손흥민은 15일(한국시간) 영국 런던의 스탬포드 브리지에서 열린 2022~23 잉글랜드 프리미어리그(EPL) 2라운드 첼시와 원정경기에... 
손흥민 누드화보 ‘조각 육체미’ 자랑,손흥민(토트넘)이 육체미를 드러냈다. 캘빈클라인은 대한민국 축구 국가대표 주장이자 아시아 선수 최초로 잉글랜드 프리미어 리그(EPL) 득점왕에 오른 손흥민을 한국 엠버서더로 선정했다고 8일 밝혔다. 손흥민은... 
쿠팡플레이 토트넘·첼시 경기일정 중계하나? '손흥민 첫골' 도전,"손흥민 (출처=토트넘SNS) 2022-23 프리미어리그 전 경기 중계채널번호가 한국축구팬들에게 관심사다. 유럽리그에서 손흥민(토트넘), 황희찬(울버햄튼), 이강인(마요르카), 정우영(프라이부르크), 이재성(마인츠), 이동준... "
"토트넘 손흥민, 첼시 제임스에 꽁꽁 묶여…英 현지 ""평점 5점""",손흥민 / 사진=손흥민 인스타그램 토트넘의 손흥민이 영국 현지 매체로부터 아쉬운 평가를 받았다. 15일 뉴스1의 보도에 따르면 손흥민은 15일(한국 시간) 영국 런던의 스탬포드 브릿지에서 열린 첼시와의 2022-23... 
"'토트넘 VS 울버햄튼' 손흥민-황희찬, 22-23 시즌 첫 골 신고 누가 먼저?",토트넘 공식 SNS 22-23 프리미어리그(PL) 3라운드에서 손흥민의 토트넘과 황희찬의 울버햄튼이 맞붙는다. 지난 시즌 리그와 리그컵에서 각각 한차례씩 만났던 손흥민과 황희찬이 처음으로 선발 맞대결을 치르게 될지... 
"[GOAL 리뷰] '케인 극장 동점골' 토트넘, 첼시와 2-2 무승부…손흥민 침묵","손흥민은 선발 출전해 80분을 소화했지만, 공격포인트를 따로 올리진 못하면서 아쉬운 경기력을 선보였다.... 개막 2연승에 도전하는 토트넘은 중요한 일전에서 손흥민과 케인, 데얀 쿨루셉스키, 호이비에르 등 베스트... "
2022 카타르 월드컵 미리 보는 관전포인트 <4> ‘득점왕’ 손흥민 새 역사 도...,"단연 손흥민(30·토트넘)의 존재다. 지난 2021-2022시즌 잉글랜드 프리미어리그(EPL)에서 아시아 선수 최초로 득점왕에 등극, 선수 생활의 절정을 맞이한 손흥민이 생애 세 번째 월드컵에서 어떤 활약을 보여줄지는 이번... "
"손흥민, 시즌 첫 골 터질까? ‘15일 첼시 vs 토트넘’ 생중계",‘득점왕’ 손흥민이 첼시의 골망을 흔들 수 있을까. 15일 새벽 2022-23시즌 프리미어리그 2라운드에서 첼시와 토트넘의 맞대결이 펼쳐진다. 이날 경기에서는 손흥민이 첼시의 단단한 수비진을 뚫고 득점에 성공할지... 
EPL 득점왕 효과?…손흥민 FIFA23 능력치 8위 전망,손흥민(30·토트넘)이 아시아 첫 잉글랜드 프리미어리그(EPL) 득점왕에 오른 효과가 축구게임 캐릭터... 진단하면서 손흥민이 전체 8위에 이름을 올릴 것이라 전망했다. 게임업체 EA스포츠가 1993년부터 매년 출시하는... 
"'케인 극장골' 토트넘, 첼시와 극적 무승부... 손흥민은 골 침묵",손흥민(30)이 2022~23시즌 개막 2경기째 득점포를 가동하지 못한 가운데 소속팀 토트넘은 '천적' 첼시를 상대로 값진 승점 1을 따냈다. 손흥민은 15일(한국시간) 영국 런던의 스탬퍼드 브리지에서 열린 첼시와의 2022~23 EPL... 
"[오피셜] 'PL 득점왕' 손흥민, 2022 발롱도르 30인에 당당히 포함",홋스퍼의 손흥민이 2022년 발롱도르 후보 30인에 당당히 이름을 올렸다. 발롱도르를 주관하는 '프랑스 풋볼'은 13일 새벽(한국시각) 공식 채널을 통해 2022년 발롱도르 후보 30인을 발표했다. 손흥민은 이 명단에 당당히... 
'페리시치 첫 선발→손흥민 포진 왼쪽 측면 변화'…英언론 울버햄튼전 예상 베...,이 매체는 토트넘이 울버햄튼을 상대로 케인(잉글랜드)이 공격수로 나서고 손흥민과 쿨루셉스키(스웨덴)가... 토트넘과 울버햄튼의 맞대결은 손흥민과 황희찬의 대결로도 주목받고 있다. 사우스햄튼과의 올 시즌... 
"""손흥민, 쿨리발리 골 더 막았어야지"" 전설의 일침",이 장면에서 쿨리발리와 가장 가까운 토트넘 수비수는 손흥민이었다. 역시나 손흥민에 대한 지적이 현지에서도 있었다. 토트넘은 15일(이하 한국시간) 오전 12시 30분 영국 런던의 스템포드 브릿지에서 열린 2022~23시즌... 
"“손흥민 탓” 후반 교체아웃 손흥민, 불만족스러운 첼시전","손흥민(토트넘)이 첼시전에서 기대에 미치지 못하며 혹평을 들었다. 손흥민은 15일(한국시각) 영국 런던 스탬포드 브리지에서 펼쳐진 ‘2022-23 잉글랜드 프리미어리그(EPL)’ 2라운드 첼시전에 선발 출전, 2개의 슈팅만... "
"손흥민, 발롱도르 후보 30명에 선정…2019년 이후 두 번째",잉글랜드 프로축구 프리미어리그 토트넘에서 활약하는 손흥민(30)이 세계적인 권위의 축구 시상인... 2021-2022시즌 프리미어리그에서 23골을 넣어 아시아 국적 선수 최초로 득점왕에 오른 손흥민은 2019년에 이어 개인... 
"손흥민도, 케인도 행복사...'발롱도르 노미네이트' 게시글 공유",손흥민도 발롱도르 후보에 오른 자신이 자랑스러웠을 것이다. 발롱도르 주관지 '프랑스 풋볼'은 13일... '프랑스 풋볼'이 발표한 발롱도르 남자 부문 최종 후보 30인에 손흥민은 당당히 이름을 올렸다. 손흥민이 2022년... 
1·10·26…숫자로 본 카타르 월드컵...손흥민 '韓 최다골 도전',"주인공은 이번 대회 한국 팀의 주장 손흥민, '해버지' 박지성, '안느' 안정환 등이다. 이들 중 유일한 현역 선수인 손흥민이 한국 선수로의 월드컵 최다 득점 기록을 새로 쓸 수 있을지 관심이 모아진다. △8(경기장)... "
"'손흥민, 토트넘 페널티킥 키커 2번째 옵션'…英언론 예측",영국 현지 언론이 손흥민을 올 시즌 토트넘의 페널티킥 키커 후보 중 한명으로 예측했다. 영국... 또한 토트넘의 페널티킥 키커 두 번째 옵션으로는 손흥민과 쿨루셉스키를 언급했다. 토트넘은 그 동안 케인이... 
"'득점왕' 손흥민, 발롱도르 최종 16위...英 베팅업체 예상",손흥민이 아시아인 역대 최고 발롱도르 순위를 기록할 수 있을까. 프랑스 매체 '프랑스 풋볼'은 13일... 가장 관심이 쏠리는 대목은 손흥민의 최종 순위다. 손흥민은 지난 시즌 모하메드 살라와 함께 잉글리시... 
'질주 본능' 손흥민,15일(한국시간) 영국 런던에서 열린 2022-23 잉글랜드 프리미어리그(EPL) 토트넘 홋스퍼와 첼시의 2라운드 경기에서 토트넘 손흥민이 공을 다투며 질주하고 있다. 이날 손흥민은 공격 포인트를 올리지 못했고 토트넘은... 
손흥민 뺀 콘테 '초강수' 통했다... 페리시치 '극장 어시스트',"손흥민이 첼시전에서 침묵을 지켰다. 골이 절실하던 후반 34분 교체돼 경기를 마쳤는데, 공교롭게도 대신 투입된 이반 페리시치가 해리 케인의 극장골을 어시스트하며 안토니오 콘테 감독의 기대에 부응했다. 손흥민은... "
"'오른발잡이' 손흥민의 '왼발' 프리킥, 위상 드러난 장면 [스한 스틸컷]",'선척적 오른발잡이'인 손흥민(토트넘 훗스퍼)이 왼발로 프리킥을 찼다. 그동안 프리킥이나 코너킥은 차왔지만 항상 오른발로 찼던 손흥민이 왼발로 차는 것을 허용했다는 것은 팀내 왼발잡이들이 있음에도 얼마나... 
"부진한 경기력에 '혹평'…손흥민, 네 번째로 최하 평점","잉글랜드 프로축구 토트넘 홋스퍼 공격수 손흥민(30)이 전반적으로 부진한 경기력을 선보인 가운데, 현지에서 혹평 세례를 받았다. 특히 양 팀 통틀어서 선발 출전한 선수 중에서 네 번째로 낮은 평점을 받았다. 손흥민... "
손흥민도 당황한 콘테-투헬 이례적 몸싸움…英 BBC '코까지 맞대고 싸우더라',"런던 | AFP연합뉴스 손흥민, 해리 케인(이상 토트넘) 라힘 스털링, 티아고 실바(이상 첼시) 등 양 팀 주력... 손흥민도 당황한 표정으로 콘테 감독을 말렸다. 주심은 두 수장에게 레드카드를 꺼내보였다. 콘테 감독은... "
"손흥민 2G 연속 골 침묵, 제임스에 꽁꽁 묶여…토트넘은 무승부","손흥민(30·토트넘 홋스퍼)이 시즌 개막 2경기째 득점포를 가동하지 못했다. 반면, 소속팀 토트넘은 ‘천적’ 첼시를 상대로 승점 1을 따냈다. 손흥민은 15일 오전(한국시간) 영국 런던의 스탬퍼드 브리지에서 열린... "
"""강팀에 강하다""… 손흥민, 첼시 상대로 첫 골 사냥",홋스퍼의 손흥민이 첼시를 상대로 시즌 첫 골에 도전한다. 토트넘은 15일 오전 0시30분(이하 한국시간) 영국 런던 스탬포드 브릿지에서 첼시와의 2022-23 EPL 2라운드 원정 경기를 치른다. 손흥민과 토트넘 모두 기세는... 
"손흥민 ""케인과 개막전 노골? 다른 선수 득점은 긍정적""","득점왕 손흥민(30·토트넘)이 개막전서 단짝인 해리 케인과 무득점에도 팀이 4골을 뽑아낸 건 긍정적인 일이라고 밝혔다. 손흥민은 8일(현지시간) 영국 매체 풋볼런던을 통해 ""개막전에서 승점 3점을 얻어 시즌을... "
"'손흥민 백업' 브리안 힐, 대체자 영입되어야 떠난다",힐은 지난해 여름 손흥민의 백업으로 토트넘 유니폼을 입었다. 하지만 극심한 적응기를 보냈고 부진이 길어지면서 겨울 이적시장을 통해 발렌시아로 임대를 떠났다. 힐은 윙어가 부족했던 발렌시아에 합류하자마자... 
